1.400000000000000000e+01,5.000000000000000000e+01,1.563196080728159920e+01,4.184908764801419601e+00,3.386408739081169905e+00,1.449989474695170033e+00,9.312650923419040216e-01,1.737127956459229949e+02,6.457738752961850182e+00
1.400000000000000000e+01,5.010000000000000142e+01,1.570229752926990052e+01,4.272098839210690002e+00,3.486333990862430010e+00,1.463715117794180065e+00,8.351850554083140032e-01,1.738208898987739985e+02,6.502654140231710400e+00
1.400000000000000000e+01,5.020000000000000284e+01,1.577319069894680048e+01,4.357569236663310086e+00,3.586206390593429827e+00,1.477849651071380110e+00,7.374449274961899503e-01,1.739385916279350113e+02,6.548229416053779950e+00
1.400000000000000000e+01,5.029999999999999716e+01,1.584463533656409950e+01,4.441152825482899580e+00,3.686010451139929867e+00,1.492378191385790087e+00,6.386906185213220288e-01,1.740668699542399906e+02,6.594429790209240139e+00
1.400000000000000000e+01,5.039999999999999858e+01,1.591662570330630011e+01,4.522666166216719574e+00,3.785735805716590185e+00,1.507284755602269932e+00,5.395200716196829616e-01,1.742068185621660064e+02,6.641216761905590182e+00
1.400000000000000000e+01,5.050000000000000000e+01,1.598915530129069928e+01,4.601909511635679628e+00,3.885377207886989925e+00,1.522552260591520046e+00,4.404832631474370208e-01,1.743596556998350025e+02,6.688548119776600132e+00
1.400000000000000000e+01,5.060000000000000142e+01,1.606221687356740091e+01,4.678666806734380401e+00,3.984934531563599780e+00,1.538162523230109935e+00,3.420822026809129945e-01,1.745267241790089940e+02,6.736377941882380149e+00
1.400000000000000000e+01,5.070000000000000284e+01,1.613580240411929978e+01,4.752705688731049705e+00,4.084412771007819742e+00,1.554096260400430030e+00,2.447709330166429886e-01,1.747094913750939895e+02,6.784656595709310345e+00
1.400000000000000000e+01,5.079999999999999716e+01,1.620990311786200166e+01,4.823777487067570036e+00,4.183822040829929811e+00,1.570333088990709891e+00,1.489555301713350044e-01,1.749095492271380010e+02,6.833330738170089624e+00
1.400000000000000000e+01,5.089999999999999858e+01,1.628450948064390147e+01,4.891617223409480353e+00,4.283177575989140173e+00,1.586851525895059956e+00,5.499410338188189667e-02,1.751286142378309876e+02,6.882343315603719702e+00
1.400000000000000000e+01,5.100000000000000000e+01,1.635961119924629870e+01,4.955943611645979630e+00,4.382499731793539688e+00,1.603628988013400036e+00,-3.680320489463209666e-02,1.753685274735080100e+02,6.931633563775520201e+00
1.400000000000000000e+01,5.110000000000000142e+01,1.643519722138309902e+01,5.016459057889940176e+00,4.481813983900170051e+00,1.620641792251509949e+00,-1.261742189809610115e-01,1.756312545641440011e+02,6.981137007877100231e+00
1.400000000000000000e+01,5.120000000000000284e+01,1.651125573570109850e+01,5.072849660477849909e+00,4.581150928314939641e+00,1.637865155521019966e+00,-2.129047299796530124e-01,1.759188857033589954e+02,7.030785462526360163e+00
1.400000000000000000e+01,5.129999999999999716e+01,1.658777417177979885e+01,5.124785209969879851e+00,4.680546281392680363e+00,1.655273194739399933e+00,-2.968284957730830120e-01,1.762336356484130135e+02,7.080507031767529824e+00
1.400000000000000000e+01,5.139999999999999858e+01,1.666473920013149979e+01,5.171919189149839724e+00,4.780040879837110346e+00,1.672838926829959938e+00,-3.778272410234360112e-01,1.765778437202100122e+02,7.130226109071140073e+00
1.400000000000000000e+01,5.150000000000000000e+01,1.674213673220139853e+01,5.213888773025219692e+00,4.879680680700880124e+00,1.690534268721870070e+00,-4.558306571727159806e-01,1.769539738032970035e+02,7.179863377333999708e+00
1.400000000000000000e+01,5.160000000000000142e+01,1.681995190682739860e+01,5.250315013912559614e+00,4.979516255831120120e+00,1.708330018146319906e+00,-5.308169684190520154e-01,1.773646120719349994e+02,7.229335764360100391e+00
1.400000000000000000e+01,5.170000000000000284e+01,1.689816427061499837e+01,5.280800694449860444e+00,5.079457312916789924e+00,1.726188837594039960e+00,-6.030370315458259967e-01,1.778122742705149903e+02,7.278536540464910054e+00
1.400000000000000000e+01,5.179999999999999716e+01,1.697674962463300119e+01,5.304765816798510336e+00,5.179397981297049647e+00,1.744067502301650086e+00,-6.729779333165359922e-01,1.783011960885669964e+02,7.327332650375559808e+00
1.400000000000000000e+01,5.189999999999999858e+01,1.705568471878730108e+01,5.321624314194400185e+00,5.279247026757990291e+00,1.761924193308610054e+00,-7.410776593527309553e-01,1.788362892245880005e+02,7.375593801443270259e+00
1.400000000000000000e+01,5.200000000000000000e+01,1.713494500414919841e+01,5.330874477638349873e+00,5.378810731073089713e+00,1.779715467331280054e+00,-8.077980385252739870e-01,1.794222676257739977e+02,7.423188541916809768e+00
1.400000000000000000e+01,5.210000000000000142e+01,1.721450463295580136e+01,5.332098955896100279e+00,5.477792892003209957e+00,1.797396256762989974e+00,-8.736247429543629872e-01,1.800636474880240030e+02,7.469984260942550414e+00
1.400000000000000000e+01,5.220000000000000284e+01,1.729433645860950008e+01,5.324964755498290181e+00,5.575794823296569724e+00,1.814919869674020081e+00,-9.390672880095020103e-01,1.807647472559349922e+02,7.515847188564389825e+00
1.400000000000000000e+01,5.229999999999999716e+01,1.737441203567849968e+01,5.309223240740480243e+00,5.672315354688789668e+00,1.832237989811549950e+00,-1.004659032309519917e+00,1.815296876228049996e+02,7.560642395723819575e+00
1.400000000000000000e+01,5.239999999999999858e+01,1.745470161989640090e+01,5.284710133683129918e+00,5.766750831902860419e+00,1.849300676599749949e+00,-1.070957177722559939e+00,1.823623915306339995e+02,7.604233794259889656e+00
1.400000000000000000e+01,5.250000000000000000e+01,1.753517416816239916e+01,5.251345514151640081e+00,5.858395116649139922e+00,1.866056365139699968e+00,-1.138542769366100105e+00,1.832665841701189891e+02,7.646484136909199592e+00
1.400000000000000000e+01,5.260000000000000142e+01,1.761579733854129870e+01,5.209133819736289972e+00,5.946439586625380080e+00,1.882451866209440050e+00,-1.208020695606919936e+00,1.842457929806610082e+02,7.687255017305949956e+00
1.400000000000000000e+01,5.270000000000000284e+01,1.769653870668519957e+01,5.158164514378410281e+00,6.030030526531160007e+00,1.898434347089660079e+00,-1.279985704178250083e+00,1.853036146063190017e+02,7.726410352912539636e+00
1.400000000000000000e+01,5.279999999999999716e+01,1.777737009603779939e+01,5.098900350105499690e+00,6.108328169584350320e+00,1.913958754408159990e+00,-1.354847991524579909e+00,1.864420597348079980e+02,7.763845032377240329e+00
1.400000000000000000e+01,5.289999999999999858e+01,1.785826429114100122e+01,5.032141332175429582e+00,6.180379245149279832e+00,1.928982487637580068e+00,-1.432899663634400023e+00,1.876593976955290088e+02,7.799480539194510342e+00
1.400000000000000000e+01,5.300000000000000000e+01,1.793919657312429905e+01,4.958692382608290039e+00,6.245365345669609880e+00,1.943467511935679903e+00,-1.514313513394990096e+00,1.889523973894110043e+02,7.833254938468689588e+00
1.400000000000000000e+01,5.310000000000000142e+01,1.802014489904319916e+01,4.879352833800910005e+00,6.302616915197879699e+00,1.957380637350190078e+00,-1.599139561124649944e+00,1.903164395805999902e+02,7.865122882454009812e+00
1.400000000000000000e+01,5.320000000000000284e+01,1.810108990187929834e+01,4.794916428526949659e+00,6.351613249395470007e+00,1.970693518818849910e+00,-1.687305054572699969e+00,1.917455168964640109e+02,7.895055610554649661e+00
1.400000000000000000e+01,5.329999999999999716e+01,1.818201489054050057e+01,4.706171319936809816e+00,6.391982495532640307e+00,1.983382656169379921e+00,-1.778614468919480052e+00,1.932322338275940012e+02,7.923040949324700044e+00
1.400000000000000000e+01,5.339999999999999858e+01,1.826290584986049836e+01,4.613900071557679894e+00,6.423501652488520008e+00,1.995429394119500044e+00,-1.872749506776330009e+00,1.947678067277959997e+02,7.949083312468149920e+00
1.400000000000000000e+01,5.350000000000000000e+01,1.834375144059919904e+01,4.518879657293539687e+00,6.446096570751110200e+00,2.006819922276939838e+00,-1.969269098185620015e+00,1.963420638141010102e+02,7.973203700838939589e+00
1.400000000000000000e+01,5.360000000000000142e+01,1.842454299944260043e+01,4.421881461425139825e+00,6.459841952417289868e+00,2.017545275139390082e+00,-2.067609400620769922e+00,1.979434451667569874e+02,7.995439702440919838e+00
1.400000000000000000e+01,5.370000000000000284e+01,1.850527477926269881e+01,4.323703087511590049e+00,6.464963942910110006e+00,2.027601725126650045e+00,-2.167109667470879852e+00,1.995596650925729989e+02,8.015846944416969322e+00
1.400000000000000000e+01,5.379999999999999716e+01,1.858594666638260051e+01,4.225311434561409563e+00,6.461871183664539942e+00,2.036994926548310048e+00,-2.267333592209130000e+00,2.011853757115300141e+02,8.034509769130279366e+00
1.400000000000000000e+01,5.389999999999999858e+01,1.866655698811269914e+01,4.126785009917620428e+00,6.451020310165990423e+00,2.045727583434190144e+00,-2.367517657870580106e+00,2.028069923324590036e+02,8.051489224386639165e+00
1.400000000000000000e+01,5.400000000000000000e+01,1.874710314488660146e+01,4.028000737136739673e+00,6.432851014642349874e+00,2.053800835535020131e+00,-2.466800888439959927e+00,2.044092497967480142e+02,8.066836219919609974e+00
1.400000000000000000e+01,5.410000000000000142e+01,1.882758279430469983e+01,3.928864668798059956e+00,6.407793085715749903e+00,2.061216260684130219e+00,-2.564361080199740073e+00,2.059788144032349919e+02,8.080600132840430661e+00
1.400000000000000000e+01,5.420000000000000284e+01,1.890799385113490061e+01,3.829311986503709964e+00,6.376266408402599950e+00,2.067975874797450153e+00,-2.659414801730069833e+00,2.075042839082090040e+02,8.092828807637960864e+00
1.400000000000000000e+01,5.429999999999999716e+01,1.898833448731189932e+01,3.729307000878559819e+00,6.338680964113559746e+00,2.074082131873539847e+00,-2.751217393908819808e+00,2.089761875254069992e+02,8.103568556178689875e+00
1.400000000000000000e+01,5.439999999999999858e+01,1.906860313193750045e+01,3.628843151570320114e+00,6.295436830653570404e+00,2.079537923993549864e+00,-2.839062969911549938e+00,2.103869859260219926e+02,8.112864157706779267e+00
1.400000000000000000e+01,5.450000000000000000e+01,1.914879847128069912e+01,3.527943007249460194e+00,6.246924182221859745e+00,2.084346581321240066e+00,-2.922284415211529929e+00,2.117310712386909870e+02,8.120758858843990069e+00
1.400000000000000000e+01,5.460000000000000142e+01,1.922891944877759940e+01,3.426658265609240139e+00,6.193523289411859700e+00,2.088511872102989830e+00,-3.000253387579749909e+00,2.130047670495079899e+02,8.127294373589759147e+00
1.400000000000000000e+01,5.470000000000000284e+01,1.930896526503130062e+01,3.325069753365740066e+00,6.135604519211340424e+00,2.092038002667770069e+00,-3.072380317084900003e+00,2.142063284020140088e+02,8.132510883321149464e+00
1.400000000000000000e+01,5.479999999999999716e+01,1.938893537781200038e+01,3.223287426257800181e+00,6.073528335002290390e+00,2.094929617427169877e+00,-3.138114406093360120e+00,2.153359417972000074e+02,8.136447036792850085e+00
1.400000000000000000e+01,5.489999999999999858e+01,1.946882950205720064e+01,3.121450369047070073e+00,6.007645296560969683e+00,2.097191798875389868e+00,-3.196943629269230147e+00,2.163957251935090085e+02,8.139139950137209922e+00
1.400000000000000000e+01,5.500000000000000000e+01,1.954864760987119965e+01,3.019726795518010043e+00,5.938296060057940196e+00,2.098830067589230186e+00,-3.248394733574309967e+00,2.173897280068350142e+02,8.140625206864200436e+00
1.400000000000000000e+01,5.510000000000000142e+01,1.962838993052550052e+01,2.918314048477820055e+00,5.865811378057990133e+00,2.099850382228099832e+00,-3.292033238268119888e+00,2.183239311105220111e+02,8.140936857861449383e+00
1.400000000000000000e+01,5.520000000000000284e+01,1.970805695045880057e+01,2.817438599756529882e+00,5.790512099520180200e+00,2.100259139534020214e+00,-3.327463434907869999e+00,2.192062468353639986e+02,8.140107421394219500e+00
1.400000000000000000e+01,5.529999999999999716e+01,1.978764941327670002e+01,2.717356050206949813e+00,5.712709169797849817e+00,2.100063174331619820e+00,-3.354328387348480156e+00,2.200465189696060122e+02,8.138167883105399625e+00
1.400000000000000000e+01,5.539999999999999858e+01,1.986716916203720018e+01,2.617842266171499954e+00,5.632627099327300435e+00,2.099270813857020190e+00,-3.372369300247660018e+00,2.208433412430640033e+02,8.135148818119199987e+00
1.400000000000000000e+01,5.550000000000000000e+01,1.994661743590449987e+01,2.518252379728000090e+00,5.550365655917199881e+00,2.097888943257880001e+00,-3.381486669899540054e+00,2.215841302873240011e+02,8.131073158655240718e+00
1.400000000000000000e+01,5.560000000000000142e+01,2.002599355469320130e+01,2.418568920371710007e+00,5.466078810283629963e+00,2.095921555548939885e+00,-3.381612929102680187e+00,2.222717175305729995e+02,8.125956958022859666e+00
1.400000000000000000e+01,5.570000000000000284e+01,2.010529695062849953e+01,2.318789953986330143e+00,5.379916526032180180e+00,2.093372798433979831e+00,-3.372746127148050110e+00,2.229090188658670115e+02,8.119815772487530836e+00
1.400000000000000000e+01,5.579999999999999716e+01,2.018452718378490118e+01,2.218922656070149824e+00,5.292023946036939819e+00,2.090246996013230163e+00,-3.354950492976480181e+00,2.234988712843509973e+02,8.112664698290469545e+00
1.400000000000000000e+01,5.589999999999999858e+01,2.026368394208619961e+01,2.118983311736049924e+00,5.202541392440489965e+00,2.086548648783300042e+00,-3.328356435178660089e+00,2.240440328752600010e+02,8.104518371648600450e+00
1.400000000000000000e+01,5.600000000000000000e+01,2.034276704130580171e+01,2.018997315711529961e+00,5.111604366653920373e+00,2.082282433637269836e+00,-3.293160541995129975e+00,2.245471828259159963e+02,8.095390968754539784e+00
1.400000000000000000e+01,5.610000000000000142e+01,2.042177642506619861e+01,1.918999172338669901e+00,5.019343549356809930e+00,2.077453203864620068e+00,-3.249625581316299971e+00,2.250109214217310125e+02,8.085296205776630885e+00
1.400000000000000000e+01,5.620000000000000284e+01,2.050071216483920011e+01,1.819032495574189889e+00,4.925884800497270177e+00,2.072065989151270049e+00,-3.198080500682430216e+00,2.254377700462050029e+02,8.074247338858910439e+00
1.400000000000000000e+01,5.629999999999999716e+01,2.057957445994620116e+01,1.719150008989380085e+00,4.831349159291900008e+00,2.066125995579540131e+00,-3.138920427283620196e+00,2.258301711809270103e+02,8.062257164121140462e+00
1.400000000000000000e+01,5.639999999999999858e+01,2.065836363755780170e+01,1.619413545770159946e+00,4.735852844225790115e+00,2.059638605628209884e+00,-3.072606667959850046e+00,2.261904884055740013e+02,8.049338017658790534e+00
1.400000000000000000e+01,5.650000000000000000e+01,2.073708015269389904e+01,1.519894048717030044e+00,4.639507253052579827e+00,2.052609378172470134e+00,-2.999666709200960124e+00,2.265210063979149879e+02,8.035501775543039571e+00
1.400000000000000000e+01,5.660000000000000142e+01,2.081572458822390104e+01,1.420671570245100046e+00,4.542418962794339876e+00,2.045044048483930066e+00,-2.920694217146610150e+00,2.268239309338030125e+02,8.020759853820759844e+00
1.400000000000000000e+01,5.670000000000000284e+01,2.089429765486639923e+01,1.321835272384090043e+00,4.444689729741710060e+00,2.036948528230630107e+00,-2.836349037586360033e+00,2.271013888871839868e+02,8.005123208514559607e+00
1.400000000000000000e+01,5.679999999999999716e+01,2.097280019118949923e+01,1.223483426778330108e+00,4.346416489453810428e+00,2.028328905477040145e+00,-2.747357195959609921e+00,2.273554282300900127e+02,7.988602335622739581e+00
1.400000000000000000e+01,5.689999999999999858e+01,2.105123316361060049e+01,1.125723414686740087e+00,4.247691356758240389e+00,2.019191444684050207e+00,-2.654510897355600196e+00,2.275880180326429922e+02,7.971207271119319593e+00
