0,17566902.9675661,20894667.3993135,90515355.9004464,67539117.7336247,46846819.9903997,91213247.4239623,10401157.4779379,74554607.3701717,73626745.5596638,56186142.5281637,18419409.7515527,59721135.0337855,29993699.0089789,13412293.2828682,21260153.3358843,89494167.5440814,7145281.27870445,24248655.8936719,5375439.22087138
0.1,9610113.27892891,18588726.9816882,4048.86594433864,66886138.3044534,39251160.4502569,6172.68160822014,10307198.5110645,62822228.3999705,12877.6244954513,55651669.9979902,15798539.1023372,2462.32537528986,29712935.7669602,11556406.1631899,3445.40714853019,88617126.7282657,6182191.89702272,1670.94014843584,5327997.62545843
0.2,8605409.86704574,15239158.4552045,3352.42944118746,66222116.0256942,32160093.2266075,5108.06718068399,10206556.6480858,51528327.2262177,10667.9869737071,55100330.1837911,12946709.2501035,2035.62025299602,29419480.2126388,9482239.95144871,2855.21148580365,87736016.0885415,5067227.36473362,1383.20570237786,5276464.70767304
0.3,7743878.76380712,12491629.2651263,2775.47544664795,65564442.1769681,26348256.3333742,4226.80606323499,10106586.8455477,42257602.0314932,8836.08675109507,54554063.0931535,10608754.4000178,1687.41281311595,29128567.682226,7778765.20678588,2365.65942951561,86863561.5738302,4152913.05412892,1144.91558901955,5225190.05768867
0.4,6999224.55364708,10238376.9754525,2297.59265637938,64913097.8935512,21585410.3279815,3497.40559601921,10007338.8203622,34649717.2050971,7317.74752607184,54012889.0805483,8692345.350836,1395.65278047652,28840237.4476996,6380193.65424993,1959.72159879176,85999696.1637089,3403266.37728857,947.604787087952,5174214.65420866
0.5,6351177.02550309,8390792.31575112,1901.83058020573,64268056.9490098,17682592.2807119,2893.74104397273,9908852.18917217,28407876.3455363,6059.57776327989,53476816.2133675,7121660.65305098,1154.47343604926,28554517.3820694,5232272.22741851,1623.20490473782,85144350.2255663,2788718.91858879,784.244591916022,5123571.66344056
0.6,5783888.89325429,6876058.61490366,1574.12110196983,63629287.1057079,14484768.0110122,2394.17403713892,9811158.19003252,23287823.3296202,5017.19627803985,52945842.4405944,5834461.30872949,954.909748741835,28271425.9344276,4290305.74170103,1344.3016946709,84297452.101263,2284985.44569416,649.00760721252,5073287.76356717
0.7,5284803.64453902,5634366.02294899,1302.79375932718,62996751.2362233,11864774.6411486,1980.7776188366,9714281.11587641,19088677.2713906,4153.73627975811,52419957.3964862,4779674.86029782,790.740277000723,27990973.7732894,3517503.02159927,1113.19393236726,83458928.5920129,1872128.13220572,537.062328953505,5023384.24756399
0.8,4843844.6317018,4616607.58973173,1078.17078867359,62370408.257649,9718333.23197155,1638.70882421919,9618239.51002031,15645321.192373,3438.58989567894,51899143.9018476,3915403.56523998,654.644349761917,27713165.1555917,2883599.26260327,921.724827137917,82628705.3599275,1533783.82001605,444.405066848069,4973877.94439063
0.9,4452827.10745026,3782477.20359371,892.229440388366,61750213.9067949,7959946.43192451,1355.67636099705,9523047.16016221,12822096.9038255,2846.35728249358,51383379.2107484,3207284.1107494,540.961823854254,27437999.0641772,2363712.01823807,763.120325086123,81806707.2594926,1256526.86366792,367.718195920307,4924781.98520898
1,4105026.9373547,3098901.4190349,738.320577301925,61136121.3835494,6519526.61164286,1121.49767647799,9428713.92476038,10507591.990705,2355.96792018646,50872636.045524,2627138.12313271,447.773710852877,27165470.1527386,1937393.42152118,631.756479798096,80992858.6111083,1029344.36936704,304.252634907104,4876106.4408562
1.1,3794860.74781148,2538747.92976964,610.934886109746,60528081.8857723,5339626.03488045,927.749898298302,9335246.42073489,8610336.20274631,1949.94906323758,50366883.4563524,2151862.7646793,370.335165671066,26895569.5313598,1587846.41218855,522.96813965368,80187083.4269331,843204.389673949,251.732179802527,4827858.85318085
1.2,3517646.32187939,2079762.77761792,505.508224223065,59926045.0504591,4373162.63770661,767.457052254327,9242648.59275534,7055252.83161963,1613.81482711961,49866087.5324987,1762519.15056642,306.466826683873,26628285.4166776,1301277.52433926,432.885078210171,79389305.596172,690700.861254616,208.271359147004,4780044.67445923
1.3,3269421.22683242,1703696.37991531,418.260165482454,59329959.3201336,3581553.44196741,634.846461858126,9150922.18662737,5780735.42543478,1335.55878389015,49370211.992405,1443583.74417627,253.7921813171,26363603.671904,1066363.05979483,358.298232637919,78599449.0376496,565761.814525765,172.309055493627,4732667.63340554
1.4,3046804.20198755,1395585.22774885,346.05985985603,58739772.2453888,2933183.01264424,525.141780254115,9060067.14150233,4736241.52335977,1105.23155899525,48879218.6719482,1182333.78897405,209.79613877162,26101508.2539791,873809.198436336,296.547387849021,77817437.8247761,463409.69312347,142.552833587545,4685730.03840374
1.5,2846888.18789129,1143161.79800444,286.314725911053,58155430.7344822,2402147.14298394,434.387528345152,8970081.91470366,3880313.24632796,914.589787704086,48393067.9281996,968342.94360677,173.571377902257,25841981.5836525,715989.797772073,245.427332027805,77043196.2876637,379564.553881466,117.932511809362,4639233.02863071
